MetaboliteName	INCHIKEY	blank_1	blank_2	blank_3	blank_4	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6	CdR_1	CdR_2	CdR_3	CdR_4	CdR_5	CdR_6	CdR_CdR_1	CdR_CdR_2	CdR_CdR_3	CdR_CdR_4	CdR_CdR_5	CdR_CdR_6	D_1	D_2	D_3	D_4	D_5	D_6	E_1	E_2	E_3	E_4	E_5	E_6	F_1	F_2	F_3	F_4	F_5	F_6	Fresh_1	Fresh_2	Fresh_3	Fresh_4	Fresh_5	Fresh_6	G_1	G_2	G_3	G_4	G_5	G_6	H_1	H_2	H_3	H_4	H_5	H_6	I_1	I_2	I_3	I_4	I_5	I_6	J_1	J_2	J_3	J_4	J_5	J_6	K_1	K_2	K_3	K_4	K_5	K_6	L_1	L_2	L_3	L_4	L_5	L_6	M_1	M_2	M_3	M_4	M_5	M_6	QC0	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	QC9	A_CdR_1	A_CdR_2	A_CdR_3	A_CdR_4	A_CdR_5	A_CdR_6	B_CdR_1	B_CdR_2	B_CdR_3	B_CdR_4	B_CdR_5	B_CdR_6	C_CdR_1	C_CdR_2	C_CdR_3	C_CdR_4	C_CdR_5	C_CdR_6	D_CdR_1	D_CdR_2	D_CdR_3	D_CdR_4	D_CdR_5	D_CdR_6	E_CdR_1	E_CdR_2	E_CdR_3	E_CdR_4	E_CdR_5	E_CdR_6	F_CdR_1	F_CdR_2	F_CdR_3	F_CdR_4	F_CdR_5	F_CdR_6	G_CdR_1	G_CdR_2	G_CdR_3	G_CdR_4	G_CdR_5	G_CdR_6	H_CdR_1	H_CdR_2	H_CdR_3	H_CdR_4	H_CdR_5	H_CdR_6	I_CdR_1	I_CdR_2	I_CdR_3	I_CdR_4	I_CdR_5	I_CdR_6	J_CdR_1	J_CdR_2	J_CdR_3	J_CdR_4	J_CdR_5	J_CdR_6	K_CdR_1	K_CdR_2	K_CdR_3	K_CdR_4	K_CdR_5	K_CdR_6	L_CdR_1	L_CdR_2	L_CdR_3	L_CdR_4	L_CdR_5	L_CdR_6	M_CdR_1	M_CdR_2	M_CdR_3	M_CdR_4	M_CdR_5	M_CdR_6	QC10	QC11	QC12	QC13	QC14	QC15	QC16	QC17
Isoleucylglutamine	CNPNWGHRMBQHBZ-UHFFFAOYSA-N	0	13234	0	0	70279856	33941360	680401856	523225728	669530496	616949184	296870	297621	7576498	2346306	4916548	7123919	800956480	864225664	797846912	759839424	766063360	781450112	8824134	11735924	8931340	8409196	8817122	6953524	26335554	3107626	5781356	11479418	29904	4882511	51811388	547481408	494853504	483034080	22934024	482404544	67344312	4320439	56817436	56045536	445957056	452619136	1196258816	1012766016	1014205568	1070786624	795228416	780776512	351318816	1083028864	1224188544	1054304128	1027339776	949768192	519436896	540370368	447935552	501164576	397896352	416462304	65392336	72222272	59783132	69574560	62427564	66510928	970043456	1093835392	1047069504	1153660672	1003020608	922055552	1129678336	1064981248	1053201600	1046844864	1058915776	1018212608	914025024	849709632	821628032	807006080	18449368	788993152	456708448	468261664	425525856	440655616	402018912	436163968	1003942464	934732416	882504128	782639296	907403008	811251136	638548160	606522496	633911680	641674624	592170816	577157760	592049792	588071616	599071680	558907072	4008456	6013402	4043329	5931950	9739774	7628616	63727	161598	6911596	6125632	3959617	5052628	11774276	10556168	8781494	8931338	7077022	7328101	21198032	21857702	12558328	10232334	19333652	24049026	5189810	3008777	3195481	2132520	2503392	4450162	2403128	2246001	3305004	4926312	4923918	6723100	12829572	11957951	10593542	11090617	9252299	11374664	1822718	1333974	3446150	4043533	1613685	2210328	50954	50426	18960	0	2772552	1186940	3280102	2852264	3732815	1819988	3436934	3750382	1725661	2318446	553835	881425	181096	974148	1088049	559981	2284282	870949	907369	1307317	4917317	4948054	2843556	4064989	276363	753358	11960193	6083756	5715450	6703432	5790919	5041746	6097682	5305634
3-oxo-C4-homoserine_lactone	FIHPLICEAUNEFV-UHFFFAOYSA-N	91238	9467	7929	20788	16974912	7281991	124320368	97961992	117177816	108018880	8091216	9358472	115574768	54658848	117013168	110620832	130834560	132049808	118077960	113382352	111121872	108100520	108470000	126771984	127398792	116857504	105428120	116977232	89908640	109615704	124853232	58168804	4027142	109838352	14828121	120582496	109274136	109817064	6159546	105007256	128345024	8912881	117934592	114425400	114570232	113111576	122166736	102958048	117040080	115554704	106568168	101687416	47435084	124824984	123503600	103057024	109886472	109314168	115064832	115836176	96634152	111207248	98327640	107823160	45309704	39234060	39992292	41590068	37727604	38128076	40852884	42398616	41806196	44368300	47456992	37897192	43187704	38989536	38100068	45398128	44499660	42795340	40362680	40450304	39464608	35584040	1429081	35243716	40840576	51139852	36305312	46056460	46350332	39142316	46766476	52603368	42210584	34569488	50641004	44517792	93677256	90144744	90856072	78247760	85168464	80916432	84832568	80344016	80278176	78950152	89491336	80591280	102612768	96297208	96894008	94567272	10276471	29380518	104157392	87478056	90261184	100953184	95707680	104945392	98199744	97832344	94150640	98295992	92541480	104781864	99891144	96293096	96902856	97898872	113301544	117432920	96265320	93620368	102042552	113547160	125679144	112639192	111916840	111033584	113111592	116392200	132637608	125987152	124783760	120662344	117158560	120486232	57786492	47744928	42981284	48042816	39742968	47406752	738064	838195	1394100	669893	38543812	44303604	47041220	37492552	38073376	45543848	46420348	43372132	50658380	51770296	45822192	35638196	42204268	39568304	49975076	52622976	48141884	44638352	48350264	43457972	49847360	48966396	50364372	48725160	49305528	42822124	9405984	76667992	77120016	69190240	71385312	69796576	71761272	69624840
Vincanidine	JDOFCMASVRMYJU-JYTRXFNOSA-N	2936	0	2309	3554	3269709	678540	16044174	14805949	14890503	15237433	2020174	4193666	34711148	23636598	32559414	32840740	2186774	2376392	2858532	2017615	2030857	2843232	99261	0	0	0	0	0	0	82729	105763	1712972	241354	0	3786624	40598264	33287964	32216812	1393177	29379038	48026808	4141443	43874804	46794072	45293312	42213688	27713154	31045234	18495914	18690640	30280502	34285148	817737	0	0	108436	0	0	37791440	34257988	37771792	32861472	38030276	32867796	33067174	34707692	35299448	33731032	35068696	32076656	32989072	28188254	27042566	23401244	25437390	30118486	29014558	28301746	24201704	27210574	23581680	22166104	27852124	30841076	28392684	25841110	826418	26947660	73241776	74320896	56780340	50463352	44019972	38897612	39079956	42467500	37424380	28253446	33545928	24571856	27786594	26420988	25800914	26879556	24058066	24610074	24483926	24818420	24464166	24064278	0	160749	60845	0	0	0	96520	66522	410748	739178	1982742	1947394	0	0	0	0	0	0	80695	0	0	0	60869	0	0	0	0	0	0	0	0	0	0	0	77887	0	0	0	89179	131765	0	0	93498	0	0	0	0	0	150711	303426	119789	200953	0	0	120926	0	89397	92746	0	0	0	0	0	0	0	0	55405	98551	113013	75688	0	0	0	0	0	0	0	68994	0	0	0	47354	0	0	84606	68578
Erucifoline_N-oxide	IJAULDQGSBFPPG-HHXOVEJCSA-N	0	0	0	0	8849910	4378467	4182322	20978774	15414853	18924944	5756586	5799336	22739130	26827764	20708188	19528646	20138258	19016568	12714787	5151728	12087596	13611963	160289792	113695544	147511760	112451568	182496976	167645952	34173060	40722280	36372056	36921396	2854431	30047320	8529370	18522852	18584292	19177730	2773795	15535621	26825656	6789724	21436098	18487884	16826776	17663942	31499576	18761270	23097578	19473704	21695326	22145274	11873424	7303238	14507055	3976356	9831016	6970206	25046766	43537416	26836830	44640248	23691816	17178630	85392104	175886384	95413272	67227224	60921080	76406304	54610448	49172912	55140844	43429556	58729612	90704312	42405220	38525432	81980344	78636288	51418856	41355812	96674256	50182276	47715088	38801200	2835790	42399968	284388064	229530752	191253968	185365984	155472944	147374336	28413440	27869678	22317544	27033188	24640582	23634550	37631572	44281384	45731304	41298176	50977744	37566320	49361676	44683356	37597164	39227152	637659	1394246	612667	609093	898796	913996	763170	3009314	7306738	1741444	13388232	9349160	601054	1352928	11543463	8400287	1048427	427628	14222565	4746238	3669688	1763436	1577045	2325084	1128234	1537897	287154	136718	1702109	1649161	673521	1015212	764499	3029234	2400785	532949	15628732	14809073	21487692	20834110	16852504	7844659	632776	1225564	489428	620734	1326788	2227820	0	0	49463	0	833925	859949	734815	1046920	662475	475853	674623	510924	1133731	415038	902288	714637	518724	766640	8134889	1780122	4245331	4203662	5169499	6459779	1079184	637864	984349	611452	1081873	797101	364675	607644	1165811	528021	2047100	2801182	3621707	759964
Remerine	JCTYWRARKVGOBK-UHFFFAOYNA-N	2423	0	0	0	4078	1020582	242502	12713384	254137	322948	18986	27008	20075450	5731220	19106654	17521160	20426252	22273120	21429866	200204	276798	19481378	47215604	66601808	57032528	53426164	56540204	51447504	20756982	54415908	49161572	29742024	2628033	15207464	1142138	17315818	18070760	17829946	2201	13658827	23204968	851261	22600816	21569738	338319	191292	1239859	16642962	236617	18547938	215186	233957	628262	358513	13934614	188393	115501	58483	19602470	777488	18734324	20403492	19123784	19864122	18742442	19125596	19447124	18769154	20484250	15915160	11175281	14345300	13534526	13488255	331373	1203266	465667	14779424	15259312	172655	14900412	95891	13636345	13918677	274239	12693499	2764	12488289	17328618	16461154	16339322	18355470	13800318	13093628	15480620	2324334	15479951	1242782	17123318	102653	17016710	15977553	16658608	18245468	16821242	16899030	5544756	2360978	3051782	15363433	15692831	15022582	19820904	18136004	17653256	18450166	1319742	3679248	17598048	16283643	14286806	14969630	17894668	20727706	19880496	18053496	19117682	19552866	20610540	22019078	31681604	56721456	23646168	21241468	19534060	20817114	17397724	19210578	17493068	19539218	26991488	17834902	16589393	16290094	14313700	15393575	52313348	41675176	17875884	16034616	37531940	17317562	25501570	26520176	20009662	28228776	16577431	19951636	294834	255334	1626594	113135	32943128	49625100	13552153	13446610	14597799	15271833	13727704	13184050	44907428	50595884	36790424	35405552	24709102	40860844	21101466	26364134	24653366	27077198	22498504	18923340	145434192	152574608	94384032	140925040	91925984	117798680	14549417	16991860	17159050	15831162	14547254	30782008	14780665	16794428
Walleminone	NGQXJSTYWWTPOG-VGYDOTAVSA-N	13128395	12810702	13580064	12073378	12697716	10981329	13648986	10953310	11651456	11979389	10610804	10775332	11553438	10011394	9826173	9680546	13756785	12516296	11884076	12108847	9582408	11304535	13184901	10897334	14558017	13528038	10573799	11690559	51748280	12598450	11197208	21619028	10523853	10750834	11308431	12838558	10206237	11571920	9881820	10905724	10334769	11988597	11209212	11493564	10951368	12769862	11384468	10025659	10160345	10382984	11293439	9557912	11831367	12625463	12439954	10048642	12290857	11461501	11539477	11147580	9804514	12143431	11252942	11781079	12620412	11442303	9816314	10971919	12035779	11470212	11838095	10802475	12670730	11816710	9968950	9902411	13945028	11337672	10292865	10990035	10292031	14053203	12474203	10975101	11312620	11869881	23867616	8965658	10286853	11458570	10721703	10020293	10084036	10908139	11093710	11810148	10821786	10665451	10327810	10772390	12469659	12109018	11739028	11933400	9445224	10144934	11657271	10679441	10721602	10373549	4677490	12526873	5996884	6035496	3945375	5103992	11078470	10862009	6949611	5076354	5052996	5636266	5352412	5795537	5867863	4427956	5506099	5176976	4512732	4875077	5296557	4399804	5077601	6244578	4347332	4776550	5215898	5923022	4636294	3764533	4942761	6426940	5148707	4544764	5803686	5402816	7034641	2934721	3651345	3986278	4232206	4026464	5134860	3709454	6084973	4864781	4047288	4567293	5892511	4342578	4494028	6738161	4499318	4835218	4113646	5000168	3968814	5647560	4753514	5474150	5496062	4560603	5202206	5361967	6906232	4546992	6461500	5268954	5206384	5761849	5394584	5773662	4641166	6233077	5315816	4808228	4594148	4724742	3574768	5597868	4440704	5270102	6200598	4724849	5603056	6142502
Dothiepin	PHTUQLWOUWZIMZ-UHFFFAOYSA-N	0	0	19275	0	3630816	2224660	8875378	9413994	8383984	8102222	2315741	2546071	9603810	9453904	8492910	9739693	9272014	8528190	8098170	8828984	7909184	7071244	9136871	10319198	8027624	7509592	5753118	6399309	8883898	8666412	6802850	3324094	2594790	6152945	3812884	14694957	12510390	11101541	1698948	10660016	9499008	2183132	8240046	7457384	7296542	7846775	9864417	10672933	8174998	7913864	8353815	7934210	6935674	9173914	8890520	8723756	7556610	8711201	9985093	8559035	7802869	7108252	8947161	7916094	9467116	7802092	8403399	7780638	7330328	7499574	10741136	11345042	8586956	10149396	9143344	10183365	12230207	14070955	12084931	12415128	10693227	11232378	16031549	13756715	14484213	12071236	824623	12313109	19183754	19624868	19868424	18902764	17633600	18177780	5113450	5494191	5405879	5506230	5073136	4218438	10921128	10901194	9712644	9387680	9248544	8731140	10663409	8823272	8732832	9203522	9341441	9474933	7485541	8075508	7039546	6619259	3889600	6969372	9844012	4344763	10168833	9317735	7875302	7867071	6690267	7786543	6112469	5452730	10620665	10539990	12088094	10082140	9675132	10602814	6846471	7462138	7923412	7252859	8743621	6769868	7085054	6679458	8091064	6295190	7582673	4873930	5117895	6863350	3370264	3535926	6214751	5098608	8587318	8338228	9435872	6777986	8753740	7335630	9348959	11914074	9094301	7896008	10062815	10618212	12662458	13009995	12240056	11371897	10018633	8920648	11172770	10459394	9624150	10852481	11453064	9901926	17132350	17542282	16437726	7751924	17074706	16255101	5451412	4521881	6347840	3566478	5853240	5107960	8487443	7975568	9495276	8174915	9057980	8862085	7803468	7628336
4-Nitrosodiphenylamine	OIJHFHYPXWSVPF-UHFFFAOYSA-N	167519	111115	560067	240777	1202538	670571	3226848	162903	1092406	1833937	449394	303835	695966	1562617	2701208	822603	1254930	1054066	2440202	2036574	1127237	0	0	214001	0	126551	129926	15184	453201	0	139211	15652400	46371	0	100448	0	0	0	20692	301923	0	112846	209838	148305	0	0	159180	0	0	0	0	0	216599	0	0	0	0	0	0	0	0	141769	23201	0	0	111127	252564	0	0	0	0	136023	0	0	0	0	149806	150021	0	0	0	139825	0	0	0	0	3583056	0	1579820	1354485	435549	993240	2014456	2598822	13545133	5480234	7075519	13724565	4803418	4573510	339412	180809	0	308764	0	0	0	0	119700	132172	0	78714000	221858	436466	0	649748	15316861	16311001	103901	169923	1528292	752370	328974	479107	960513	752947	402534	280127	2332750	2812737	4169794	2806056	2387906	2424586	222955	129085	121909	0	0	131958	0	0	109916	0	0	106341	897416	197628	876994	523963	500528	0	3790483	5109985	2847231	5428904	2387718	1967786	138299	44574	136593	202113	0	98357	0	0	242828	2081847	0	3355135	137627	118055	0	0	254268	267800	4102947	4784343	4042846	2562132	3195524	2099590	5098532	107204	2758058	4429270	948287	77280	135091	829007	819670	457754	773490	752553	324889	363834
Dropropizine	PTVWPYVOOKLBCG-UHFFFAOYSA-N	5253976	7127996	9208035	11870320	6155546	4091276	3196160	9519423	3416503	6157170	8319130	6816614	6961011	4865396	9815159	4715089	5125108	15273650	14424648	5701434	14962408	9117059	4596149	7302302	3282906	6183817	9451478	8547236	23969354	6010524	10060794	27625496	6355960	7412533	9574953	5739821	4641805	5331736	10544451	4667302	15824010	7245586	9952289	10691770	4580468	6399550	9077352	2848172	5470519	8703978	7156300	5484812	11075068	8039380	4623224	9513169	7019675	3971486	8770838	8382508	14685902	9627262	7718279	15446148	10015697	8642434	3860709	7038115	9664028	4098181	5502140	4385260	8098307	4054471	5041624	9545182	7628868	8389134	4511577	8588768	5081452	2880316	6998978	6623036	7561128	4620778	11566911	8840416	13177536	7334966	4552845	8372082	4967430	7751992	7410654	5243130	13776280	9181146	6304848	10209002	19257846	5916738	3141788	4131027	4051590	11395608	6661252	3512544	8415892	9763830	5079678	96703920	20437466	13718653	20566104	21478746	138407664	149031680	13852275	7007234	8438801	4030667	5928068	13292654	14028380	13774750	11062397	13636982	8864530	9323776	10946628	15275846	17536092	18932678	11118371	18915830	13989018	9655910	8751219	11569699	9297896	13391751	14184417	11724198	13250068	19057792	15907557	7158058	17267852	13864231	15015182	13591981	20733822	21675426	18152884	9767498	18552226	22467416	16784580	13161109	17934386	14491332	9471681	18717204	17682984	18709390	22048662	11230764	17999600	6621740	11887424	14209427	12844563	11957096	18910296	12028870	11092037	16198990	9493968	13263116	13133571	15087743	12870546	14302631	17928586	11983674	10296996	12989928	13430691	6534918	13999909	18115278	9884669	8785066	15477946	13557829
3-Methylpyrazole	XKVUYEYANWFIJX-UHFFFAOYSA-N	1275374	1345055	713504	898988	4138675	3086426	26359096	21901476	26729094	27437760	3191330	4069682	22800494	11008182	24837484	23760280	23871414	25337454	26794014	26168592	26291012	24342360	28423990	42413116	40929060	48702276	44662916	41730300	24723596	47760380	48176612	29059766	6008564	47841036	3429018	24047476	27641118	23665526	4363299	23270376	21872428	4165806	24008946	25400960	23206712	23453240	26128906	23396448	24218814	22841898	23658102	23947248	10893489	29346186	24671590	27493314	29530854	28332452	20651498	23745380	19430734	23502112	21959006	23929242	4648979	5854469	4183846	3467078	3793279	5696736	6281296	6050318	3976360	8568155	7191960	3813770	6656112	6055822	8654144	8371726	8016222	4057068	5251252	5509125	3541037	4522049	1106090	8326950	2362780	3838046	4998194	6107770	2385980	6502278	7661929	4713231	6899405	7072242	10936162	11602248	13319600	14870316	18770574	18244538	17960350	21721674	18550474	17964210	19071416	18210526	27390934	30540614	37884552	33823512	35499488	33274242	3483438	5000624	41950052	34815332	37904496	35350636	36306256	38261340	42156872	34337976	42018416	45210724	424838016	516868384	497116704	484791616	507352512	511268864	52160884	48803720	38511064	36948024	48325092	45622328	379900640	51721884	50608748	54170728	41989712	46494516	61510248	53366488	60761592	60866952	351415136	351158016	458770144	528146112	471087520	546112256	436239264	462474848	1763178	2375526	2431640	1799367	256494448	277890528	311114912	223206592	311762624	345695808	321155232	333222464	328474016	354891776	323586560	285781344	288629280	15421758	558157312	611201728	614259328	588910336	601009728	558051328	536169536	474282560	512045280	452429056	458309056	424233024	17865274	336559200	337557568	351371424	341432768	344110720	348057184	332820736
Chrysin_Dimethyl_Ether	JRFZSUMZAUHNSL-UHFFFAOYSA-N	0	0	0	0	969911	1114664	2816470	3965442	2756998	2345977	620694	1598556	2859838	4710023	2991124	3887649	1239155	1713881	3057614	1550209	2213985	3032967	954030	1663850	2343558	3389004	3587478	2526270	309717	1411971	3597205	5129622	1330001	3198992	1507308	2373523	2239987	3521237	1480818	3256978	1518344	1656341	2073580	3330534	1669511	2200370	2477356	3735532	2871514	2666584	4108816	2552594	1979678	2452787	3429032	2429705	3531936	3152235	2636106	2278616	3473940	3572199	3162401	4550638	194523	1001400	713041	589972	198106	856910	1697248	1036224	1907708	1486421	3244838	2578534	1462531	1666750	453798	2516036	2744332	2583932	1438986	1070150	2117369	1827526	522772	2421145	472719	1514879	2162447	1386658	2027824	1600277	1729445	1933408	2077510	3541084	2620341	3309737	279911	1798420	2397117	1005855	3064912	3014279	1946658	3384244	2182795	2560910	936194	2233495	1271130	1311500	1590006	2145337	1224002	2484889	2594567	1884542	2970408	2483531	1813407	1851148	2400192	2321998	2038980	1707626	1675502	3109710	1452629	1512202	2647908	2393960	2182907	2555368	2156734	2236887	2914574	2808416	0	1238625	2019241	1944498	1231580	1918105	757529	3121671	2141932	2224561	1521809	3340468	330649	404957	306191	262072	0	362970	191897	372869	560531	348934	1883172	1254718	698802	1585098	1618635	1016550	347941	1562156	569274	230388	1876395	1538749	921333	1006722	1116350	407454	1786449	843466	2026715	2179756	645572	888320	1482966	1224447	1469278	2097780	628410	1483319	2129304	657987	1735437	2219725	1807052	2334484
Atrazine	MXWJVTOOROXGIU-UHFFFAOYSA-N	71068	0	38839	0	38787	26346	542970	626490	998812	838484	38532	23776	2385103	531160	1154778	993442	526070	621696	645360	542654	1109546	1935787	2478327	3020307	2234888	1611806	2945658	3516914	4635224	3995768	2166186	5305454	240161	3420825	51551	288935	828858	1056498	0	2083314	2185980	94844	3265569	3305516	2886013	2709585	5261302	4905686	15180930	18244856	6322151	6403500	3308345	1270369	221900	150229	216154	1498680	2293010	2788436	2287451	3915821	1994691	2460133	751394	566807	670067	916944	763802	223809	3046972	3293637	4098649	4782476	3938760	3825512	4302032	3110326	4606983	4299746	5052602	4756824	4126305	4842883	4891318	5527786	6232220	5587704	6207560	7741182	6699676	5737856	10898667	12984082	2510262	2314586	2517834	2637243	3379092	2977506	2384608	2828059	2468088	3102446	3300407	3669070	2932275	3844360	3866006	3193136	1660899	2114024	2545094	2445178	2615791	2918556	4733298	6957110	4230492	3452792	4478768	3913092	2479809	3532374	1791645	2436229	2832248	2940472	5362414	6995194	7246771	6377938	5985270	5529104	5305560	4921739	5876206	4597734	3358359	6423628	37445636	31517708	91068232	99972120	62793052	63580580	8308230	9443585	7010272	7366492	7585042	7360555	9514074	10463679	9939165	10182775	9738074	11442535	1808694	2323866	1754842	1429727	18228658	21693940	25443048	21306246	24766232	16651377	20542816	25902180	52253140	57779932	50152344	51880484	37813944	57217004	30859536	36092040	41212068	20949740	23161456	17601536	11775754	7353979	9522855	15219167	12129637	15011315	10049237	15312972	15554185	16343120	18010738	17789578	17481348	16936046
Nornicotine	MYKUKUCHPMASKF-UHFFFAOYSA-N	1034	0	0	0	3172057	1515248	22925794	18493638	22123150	20281364	1382808	1683738	18679446	7301400	18070476	16894572	32029464	31266754	27893458	24038188	22219156	20879900	17832158	17954568	19083642	17883288	18096728	17568518	13933580	19668416	20091182	8540388	8293369	19789150	3955258	26231006	25352056	27331802	1927943	20791404	15625758	1843591	13812681	17578172	15327782	18571646	17780480	15679206	17221608	17606398	14732174	12536029	5700926	14379762	15160001	14343118	14194133	14570413	19125398	18844146	17472614	18875658	15801068	15348517	3737220	3361800	3748394	4039942	3636840	3980912	3585265	3877381	4065736	4063886	3417742	3284408	3770152	3381372	4243066	2860667	3847439	3336057	4313723	4011100	3692927	4423618	26630	4104108	4340102	3968658	3148762	3761749	4527310	4215876	3999268	2705463	3994254	3472292	3557346	3301392	13900026	11950618	12504951	11918030	12534289	11730417	11654884	11639369	12054767	10762840	12291191	13905306	16192098	16656348	19193670	16982486	1417392	4934040	15943231	17015052	15287516	17438964	24960050	25786106	22876904	23104440	28180062	27715838	24313106	23691470	34255836	32341980	37962460	36100164	15221747	15522516	13645562	14745773	14868128	16962184	10776943	15454578	14649621	18861182	17774978	14129415	21441618	20629476	20916494	18931484	20113652	19231456	9356689	8744754	7425968	9096604	7862652	8823671	3111249	3818070	2732178	2655028	4125588	5339322	3887113	3583103	4530852	5912325	6539940	6720116	4944795	5566559	5331918	4763037	4033523	4700603	5380672	5922447	4923636	6391204	6770536	5512446	4076070	4553490	5059680	4760818	4090587	3659168	11572355	12712945	13245937	12797452	11499869	12650870	14044900	11114104
AM1220_NCE_20	URKVBEKZCMUTQC-HXUWFJFHSA-N	0	0	0	0	1071055	165876	17247026	11413245	17666154	14982021	99787	129117	14048836	4037930	13557389	11684179	18608178	17663156	16251019	15053826	14366132	16416813	15395405	18751126	15340528	16057594	13403576	16301938	1018969	19446418	19102088	5404116	32350	16748173	937109	16870158	13385225	12680289	170012	12693106	15594548	76663	15154214	15474349	12355926	14561101	17190088	8037711	12160475	15830637	12388535	10063991	2324093	13785117	16451733	15639513	17455896	17466394	15554742	15936036	14632653	16382565	13766959	14378758	21297492	18854040	18120096	21317574	20271794	19437748	16977370	20816554	19780316	20431458	15796867	19568536	19630724	18847832	17331238	13954879	16866176	18548340	18469058	20403810	15005527	17813352	21582	18159542	26691344	31105080	23754688	24167168	23848100	26045236	52979384	51564468	48810912	40968364	52230944	41267240	19889742	18454094	21605740	19437664	17841234	17339956	19987820	18376080	20059630	16076593	11367926	10282216	13103769	14153439	17425056	14156288	565935	1953424	8929397	9635212	9424819	8870104	14244771	15856886	11589580	13913560	16972220	17102926	11065410	13660182	16946630	15641694	14895803	14459750	18205624	16097155	14150473	14699892	14734046	15769723	35041648	16822462	18422814	16162529	16290047	11086356	19623658	19817990	21997720	18043576	19052352	20758198	27934752	29186642	25696532	29138322	20279240	25885966	19757	69691	239078	97499	20457358	23221326	25980434	17243730	23923014	27097230	24523098	25320892	25749832	25424304	23795432	18789824	22291090	23987626	31696396	33925180	32149338	33441288	33835244	29926626	70174544	60885076	63989828	57852436	60775408	52297152	18609300	22470086	18765474	22308790	22117992	20990626	22536814	21294230
Leucylvaline	MDSUKZSLOATHMH-UHFFFAOYSA-N	27826	14011	10070	22936	65553908	34179728	699724992	522740576	651257920	632595136	16329768	22234344	239423472	86993160	131986016	131839976	1213883776	1227403264	1266998272	1175028608	1284723712	1216555136	62930984	73194240	80325208	75586424	62651168	65277504	20351242	18456586	20939624	12823298	3580759	17025204	99559304	1198503296	1083005696	1039696704	48988228	1041764416	143691808	10183491	141277664	136555344	699014336	698845120	2317911040	1996428544	1881790464	1958918016	1771884672	1653701760	730948352	2590046720	2644403712	2390588416	2359631104	2176202496	1217929984	1263463168	1083114496	1192186368	905085120	975091904	219624032	219921520	197562912	212641232	205744816	212308256	1956131584	2141387904	1984820096	2166798848	1933426944	1815629312	1971286656	1860821120	1874175744	1759572992	1840519040	1845426944	1856492416	1728131584	1677477888	1565623424	39409644	1594301184	1822102272	1956134272	1439458048	1492143488	1198898176	1296453248	1778315136	1685979776	1729885952	1378476672	1744646400	1489358080	1313739904	1326958464	1306645120	1293801344	1226860672	1224605056	1168472448	1154128896	1185330560	1137933056	13118136	14843708	19683744	18741856	22272368	19724682	2025257	3834304	15233021	16640408	9456451	10874921	19026860	26360244	26585418	21283716	16590630	19716174	68573624	80641664	30936098	25057336	60318044	63317124	8679748	10599788	10129351	10372909	7996647	10151635	17876714	11346095	15549129	15252334	18907996	19919130	16175781	15889511	14777548	16053456	13397681	15468906	15080039	14231862	16335647	18471960	11378158	12310860	2368390	2511348	2219382	1981451	8865118	11492699	10884206	8109930	10665674	8477317	9347542	11596551	10095966	10348404	9800528	8866715	8519557	9022580	15841861	15798656	18506404	20081802	15705892	11219305	24759874	28572214	19859834	20023860	16394272	16431730	12544493	18033314	17769280	17535810	16452988	16444406	17610608	14355170
(3S)-5-[(1S,8aR)-2,5,5,8a-tetramethyl-4-oxo-4a,6,7,8-tetrahydro-1H-naphthalen-1-yl]-3-methylpentanoic_acid	JJGYRVZPUJUFTR-DRWSLCSESA-N	14746252	7945412	8260629	10795648	6372231	10399870	6872926	5668374	6788557	6355242	9665353	10324137	6154538	4103252	7118772	5892143	9111267	8198317	6308686	6036693	6128930	6769359	8310513	4700091	5763470	9040806	6786381	5205966	29242296	10017727	7748574	36454056	6489798	7029507	7038992	4868048	5315628	6462051	9042759	6551712	6080858	5910536	6430634	9375140	5209436	5119014	6645518	8902831	6711206	9181229	8590868	6468030	15447153	6042479	5378198	6272131	6858872	5454581	5331907	5986706	2450948	7770340	7797080	4984148	6275825	7473502	6354056	5365394	6083604	5176028	6550237	7021800	5328124	7105912	5819335	5349758	7462148	11368570	12679087	7707072	5845966	5041615	8442788	6713222	5474668	6168561	25045264	2721494	5958134	11724481	4655248	5198350	4796078	5369852	5557326	5366254	6968777	6704539	5331763	3743610	5339194	6160646	8192933	6724301	6091054	6320280	7107270	6532054	5943682	6596810	6432187	23920866	15951501	16540344	9174931	10863971	34104752	31276842	18588806	16987952	9072134	16640915	9747196	12073817	13397785	15370259	13736923	11730790	7180104	18105804	17169782	16308062	10724830	10808553	9461955	16336385	10967111	18542178	18703740	12091808	13866726	17759548	19165170	10156666	15110589	17537856	7333536	8366382	10930245	18090916	16142018	17703750	9189331	17270698	17110204	20206834	8901613	18696896	14438440	6924230	18132338	16518385	7436496	11194913	10913989	11596715	18777026	19062226	12179465	16220307	18881998	20663446	8216937	8511925	21088240	11340586	17838050	18261016	18778670	8016394	20200576	19469640	10379955	10613713	18479630	10561320	11868357	18704456	9566208	8665184	15921228	10781601	17458790	19215120	19863814	9843216
