MetaboliteName	INCHIKEY	blank_1	blank_2	blank_3	blank_4	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6	CdR_1	CdR_2	CdR_3	CdR_4	CdR_5	CdR_6	CdR_CdR_1	CdR_CdR_2	CdR_CdR_3	CdR_CdR_4	CdR_CdR_5	CdR_CdR_6	D_1	D_2	D_3	D_4	D_5	D_6	E_1	E_2	E_3	E_4	E_5	E_6	F_1	F_2	F_3	F_4	F_5	F_6	Fresh_1	Fresh_2	Fresh_3	Fresh_4	Fresh_5	Fresh_6	G_1	G_2	G_3	G_4	G_5	G_6	H_1	H_2	H_3	H_4	H_5	H_6	I_1	I_2	I_3	I_4	I_5	I_6	J_1	J_2	J_3	J_4	J_5	J_6	K_1	K_2	K_3	K_4	K_5	K_6	L_1	L_2	L_3	L_4	L_5	L_6	M_1	M_2	M_3	M_4	M_5	M_6	QC0	QC1	QC2	QC3	QC4	QC5	QC6	QC7	QC8	QC9	A_CdR_1	A_CdR_2	A_CdR_3	A_CdR_4	A_CdR_5	A_CdR_6	B_CdR_1	B_CdR_2	B_CdR_3	B_CdR_4	B_CdR_5	B_CdR_6	C_CdR_1	C_CdR_2	C_CdR_3	C_CdR_4	C_CdR_5	C_CdR_6	D_CdR_1	D_CdR_2	D_CdR_3	D_CdR_4	D_CdR_5	D_CdR_6	E_CdR_1	E_CdR_2	E_CdR_3	E_CdR_4	E_CdR_5	E_CdR_6	F_CdR_1	F_CdR_2	F_CdR_3	F_CdR_4	F_CdR_5	F_CdR_6	G_CdR_1	G_CdR_2	G_CdR_3	G_CdR_4	G_CdR_5	G_CdR_6	H_CdR_1	H_CdR_2	H_CdR_3	H_CdR_4	H_CdR_5	H_CdR_6	I_CdR_1	I_CdR_2	I_CdR_3	I_CdR_4	I_CdR_5	I_CdR_6	J_CdR_1	J_CdR_2	J_CdR_3	J_CdR_4	J_CdR_5	J_CdR_6	K_CdR_1	K_CdR_2	K_CdR_3	K_CdR_4	K_CdR_5	K_CdR_6	L_CdR_1	L_CdR_2	L_CdR_3	L_CdR_4	L_CdR_5	L_CdR_6	M_CdR_1	M_CdR_2	M_CdR_3	M_CdR_4	M_CdR_5	M_CdR_6	QC10	QC11	QC12	QC13	QC14	QC15	QC16	QC17
(2E,4E)-N-(2-methylpropyl)dodeca-2,4-dienamide	BBRMJCAPNGJKEM-AQASXUMVSA-N	0	0	0	63457	0	47496	54291	0	0	56750	0	50835	0	0	0	0	0	0	0	0	0	0	70500	69090	0	49909	0	0	141390	0	0	458582	0	0	0	46236	0	97504	0	0	0	0	54712	0	0	0	0	0	0	0	0	0	48480	0	68683	0	59158	0	0	0	0	46321	59705	0	53988	0	53841	0	48664	74972	50577	64998	0	0	45934	0	0	0	41862	0	0	0	0	0	51407	0	166217	53758	0	0	0	0	74693	47292	0	0	47939	0	0	0	0	0	0	0	0	0	0	0	48009	0	0	77479	0	91909	0	0	94392	0	34967	0	32301	0	0	0	0	39930	0	49869	29814	0	60000	0	32693	34283	0	38370	41505	0	34093	0	0	0	0	0	0	37186	0	0	0	40632	0	0	4641176	19420312	13868393	19171176	7837786	6546184	427343	659109	618762	753439	106726	78162	39387	125266	139804	285894	75643	40530	0	0	36011	114435	45912	0	0	72108	38464	36301	0	50452	0	59445	49104	35463	0	38806	275323	837282	825333	532922	506656	379318	480174	433517
alpha-Cyperone	KUFXJZXMWHNCEH-UHFFFAOYSA-N	24709952	22398582	1822597	21287676	2483675	19063004	2723815	2823132	23538994	23627364	15368235	20495756	1410142	25586634	2571244	23112484	73588968	19666470	71632872	26056216	2138372	26377210	2527989	1986528	17923918	2825178	1903564	5003396	6036228	17750090	2234604	21961252	1419580	2946610	2390880	19825624	22636532	24852198	24552488	2434878	2341915	21215214	2342115	27795296	27413224	1640577	20408054	20632364	3128729	24336504	28965880	20954546	2783660	20081006	21304922	25127630	101665504	24749326	20252772	17616724	3024032	30175036	2418884	1391200	18686222	2387278	1339413	23620952	1764625	1193320	22148658	1456506	24692506	27711928	24186310	24326418	20097568	1832768	97980528	2073160	2542908	3385608	3318836	19596646	25220732	24325526	25957224	25665646	2462201	77671296	2410905	2318430	93179040	19758644	22803046	2692122	3259785	24737338	27326860	26507950	1114525	1911605	17706580	20083644	23435926	4246979	22360774	26819784	26736022	2615680	24035282	98978872	120796376	158163424	4123890	2491941	27320484	4616754	35936684	155374256	149618704	136659200	114877704	2204169	129493408	32447526	36823488	2261993	29520532	137636384	35942112	3559925	31553588	124990896	107452104	114490768	141528720	34733540	36060088	122739264	30287020	32934244	31502956	33305516	128135616	123430832	103421048	30062946	35036748	140113392	1918924	2963423	117343928	3744847	30268820	146028064	2582692	31568518	138459600	33278048	146269712	163342784	35932804	121149328	140093792	117575832	31414270	34511496	30139864	1922879	31571862	34410392	142847808	132578936	31695876	4195267	35025908	134601456	33701336	132531360	2734609	2564042	30248610	138684528	32855044	149681776	30921136	33626124	76143728	1689103	5127602	120197632	141403264	153214432	2403050	125258072
NCGC00332267-02!N-(2-phenylethyl)acetamide	MODKMHXGCGKTLE-UHFFFAOYSA-N	18792	23647	15383	18868	134828	0	1617294	1497944	1516370	1313634	240768	350289	9471344	1933494	5562110	4869451	1703396	2264680	1927903	1828366	1398447	1137031	2373369	3397552	2357335	3908461	2921482	2957749	2719597	1685077	2231787	85522096	2792482	1603883	85358	1665413	1207160	1639269	46948	1903864	2378624	0	1816213	972853	1647210	1313894	1210093	1283318	2453694	1781597	2480117	2237251	23824172	2974803	1749766	2651840	2318466	3386067	2914772	1830848	1486804	2216646	1119604	2002588	1622084	1912760	2039694	2724574	1882033	1995782	6262338	7652950	3483324	7414251	7524530	7763442	620821	1553646	1727569	1041337	1491755	1708019	653423	700976	1418372	2042117	54149624	314928	1609921	1651714	1638776	1362122	1868455	2210672	2389053	1260504	1758060	1433488	1750989	1293963	2160094	1832678	1961400	2250698	1946914	2354899	1622255	1854240	2089984	1957670	909523	30452704	1588786	1524762	788179	932835	480176640	504625984	7296932	6088825	7721946	6165284	1501459	868116	1341544	1429182	2444108	398649	1087956	1326939	2179130	870011	1505199	1734031	1553397	1783126	934848	903068	1411306	468320	1264005	851188	1780641	145194	1274497	260564	1304726	409483	1219271	544531	971980	552529	1659786	2401675	825564	883988	821457	444959	8175350	8576090	8238335	7445070	4335064	5472762	1103155	796139	972229	981272	733902	1152271	1434080	1895062	1116869	793852	599517	708591	1278264	1372407	861791	1071986	1635458	1243633	2200245	1797404	1862541	1690182	1557689	1131329	1517793	1985284	1627386	1903245	1969972	1270513	1587001	1316553
4-AMINOBENZOATE	ALYNCZNDIQEVRV-UHFFFAOYSA-N	313603	524936	565582	152292	11331771	6547746	111014456	78700928	99442096	99472016	5464232	6517216	95897576	30408856	88440304	90819560	111197056	103999392	108523672	102734104	96469064	97220600	98046688	98478576	80686464	69662400	90934952	98989504	115928288	107261576	71217720	46022232	5934757	100837888	10048760	98413936	99151328	97533984	5948586	92840856	83048368	5860986	85569648	77858432	76081576	86420864	90450280	80211272	96897896	103860168	65144856	61192320	19391962	61234040	79676680	88510376	80463264	58310088	98078224	102768832	89336736	101705160	84941264	99114648	155659872	151467472	166336960	165941728	153044976	159123152	67081056	62273340	72312680	71400520	66414332	66737064	99991744	90942720	113201848	99757448	110194344	106543184	109884928	100666416	104950048	106491944	5716490	103741392	127463832	132007880	134187920	130106472	124045464	138049952	54017864	47042404	68652576	54461716	56217752	56127664	103568360	92299320	97361256	93749456	102196320	92120016	92597696	92830856	98651200	95417144	70244072	58444380	78827016	69043464	67165680	60972864	10967321	17887718	51772828	52411660	45172156	42141988	79201928	87329232	83241088	79962088	72139408	72273912	76142888	83090264	81863208	73676112	73231448	73676720	69675368	66992756	58637808	48376252	49781024	59873444	120943072	83261104	75349288	75944408	64684584	70031480	97495536	89021664	85811224	82177608	78047816	58721724	157033856	189697664	164611008	179289376	122976584	135789184	5398314	5449206	6036593	4420543	67230992	73901848	92116504	69342272	76645664	82680032	78997544	75291648	101289336	97834320	84486544	70724520	75691152	74304936	108079104	117796200	101257048	74460480	98737912	95331096	102621672	69976480	90013688	81443240	82671608	69772680	71305824	87151416	79195488	78485456	82168184	73424176	71617912	69169856
2-Aminocaprylic_acid	AKVBCGQVQXPRLD-UHFFFAOYSA-N	0	0	0	13228	26088	0	0	0	103661	0	0	0	0	0	0	0	151347	0	0	0	0	0	93222	0	0	163051	0	0	30573498	21819566	27861384	11501257	1485994	18708684	0	0	0	0	24719	0	0	0	0	168436	0	0	0	0	0	121873	0	0	0	0	0	0	0	0	107892	0	108831	113487	0	0	0	0	0	0	88286	0	65924	128760	0	0	0	0	0	0	0	0	0	0	0	103677	0	0	31353	0	0	0	0	0	0	0	0	0	0	0	0	0	1188299	857910	863743	687280	561980	1003157	663581	315843	159224	945189	87161	198335	188785	313708	0	86862	1727476	5604376	40564988	36652396	34988208	35061100	8212494	7691436	12555699	12065402	2174138	1462974	45111076	50892064	41148396	35734660	27781680	26010990	14939552	13624097	4779494	3369942	10422704	14481864	137317072	16520523	10475655	8747094	19469934	23994838	124227352	112700912	103013048	94189160	77744896	78439944	337956064	336341120	176336784	181065248	158398480	160741008	10270988	18486196	10622519	9981324	121894672	122566536	203286256	134056792	177608656	184136240	180718944	168645472	201637504	181818368	148283424	117479480	124017928	120487040	30534604	28271506	24034002	21196032	14283494	12283710	15249153	19367308	12148239	16461666	12657903	10000797	50093468	84008072	76125784	68042040	63080928	58630924	57675364	54043272
Glutamic_acid	WHUUTDBJXJRKMK-UHFFFAOYSA-N	30835	65951	68007	63825	4662932	3158924	47181456	42848416	55204600	54781660	2880590	3648233	51345000	26393210	55018988	54580348	36159048	40841512	38599752	42859088	45634792	51701280	39972820	46245340	43675444	48040324	51539936	57917384	24892000	44494708	48638548	19141676	2878469	58559424	4547885	42104808	46448096	47206040	2633113	48331216	37384180	3346801	48675036	53968276	48608112	55080168	38563460	42018628	45100480	51081500	40906392	39718696	10775021	42667256	50539028	50231472	55598416	50043452	37086084	43440764	44879452	49467816	45249180	48954260	30188270	35805620	33829196	43169628	41627928	44655996	32111566	38726888	43392100	51184692	45107008	44307904	39321524	36716944	53566548	51931516	51790332	53501252	39675504	41186904	49284904	47960260	436116	52005900	39546784	46845292	46150012	51871236	45273028	47568276	16178886	16421403	19196620	13753115	20106086	15972783	36032972	37525064	39075800	41380664	41118796	42716584	49657128	47562552	44870724	46403544	45224008	39034820	58811508	66383860	62777820	61571400	5580848	16129731	74836480	76146736	77045176	76159192	41884740	56664184	55926428	54907600	54675544	65522904	39869136	47120752	55664140	57065156	58861016	64438660	60025568	60991004	67718936	62041404	68553456	76579528	84088456	65869796	72114016	69508136	68733232	75181888	69329504	70859480	84851936	77452488	78104440	88983776	55575676	62763632	59725412	69135760	51400772	65173156	1720727	2245221	2839705	371525	61040188	73244976	63629688	48347100	67406920	76950440	73761440	80861560	73162688	72533392	74419744	65577276	68745600	80311296	40109568	45332388	46635404	46827864	46786324	46122608	25534430	24459150	26811614	28823962	27437492	25201122	48959272	54653172	57883012	55314332	65538420	59533008	59865588	61469924
PTERIN_(IORA)	null	20921	0	18915	19759	355728	162739	2788014	2600344	2264040	2564852	404477	653528	5215724	4421909	5399215	5767044	859835	724154	358098	1261598	1830508	1844910	6507653	7527246	6479794	7113135	6870978	7518605	2598538	6830920	6564676	3388924	336222	6668906	869573	4344296	5971912	6648024	468810	5839106	6415684	422173	6441286	4963365	6703714	5085921	5347627	5423202	4457102	3557616	6046606	6554718	3329497	5972359	5105387	4736792	5382826	5513392	6727351	5674062	5959660	7160402	6606866	7208882	5884868	8150712	7169107	6753820	6499435	7074908	5619136	5408538	7189688	5889528	4342624	6177432	5399510	6013720	5376282	5476560	5759749	6401639	4835040	6494392	4876236	5667039	288819	6555678	5379771	4738832	5080156	4688667	5687322	5102919	4928626	4524030	5222136	5267848	4299802	4424694	4506288	5708760	5604883	4524650	6404688	5681719	5953006	5342305	4586358	5415860	2452470	2242328	2903800	2560245	2735830	2632731	752154	1966956	6651559	7093562	6215182	6512715	2117318	3023542	2844266	2171953	1601840	1415831	6163277	6253198	6623042	7308194	6011252	5780827	8553012	8482615	8006164	7597800	9261091	8389310	4719302	5534852	4641135	3566065	4146213	4712954	9343763	8162617	9302162	9250521	8603537	8596387	5955717	5095202	5558590	5627010	4489160	4416651	193631	252182	155652	62325	4399317	5037493	5092650	2950867	4197828	3958382	4655308	5144176	5203764	5661207	5077310	4909470	5280784	4494584	5287135	4625902	4862409	5394284	4578545	5163544	2684431	1738200	2004844	1840462	1998361	1884797	3305015	5131876	5020942	4184310	4930112	3721364	4666765	5058168
GUANIDINOACETATE	BPMFZUMJYQTVII-UHFFFAOYSA-N	404551	245829	317504	71525	25992290	16537510	238623840	191574832	243916224	256602944	14989249	20550782	263656944	111534872	249451168	248668784	246867312	267543456	250936080	240817392	243427920	239160656	239586272	259891024	283822496	265324896	251980240	262209824	210386208	267412416	267006064	125065256	16544276	275533696	26882516	266869232	266615568	260835888	18048524	257381232	248769296	19434076	255220144	264556224	247873168	240923552	229860896	212082368	235405904	252615456	212640416	193578784	78030896	247753536	247906496	246339312	245118672	252837584	222803728	229919696	216681504	244049200	215604576	225572896	253134592	267474752	259353184	281224992	257786368	276793664	228610080	252209664	257372832	273787776	237083136	227002752	224658592	225313168	244544000	234674272	242583680	242417984	227701328	235983120	244074176	244546288	9482097	231568528	259058240	279594080	265461888	281778720	262381536	282509504	268123264	256914736	276630464	233098176	311224768	258391968	240574288	250161824	253110448	251843696	246591792	258945424	248648448	247685600	249934912	254885072	176326992	155032848	220128784	215597568	225409168	213907616	21523928	63896616	219941072	208639264	219082768	226853760	198519872	222919408	223696336	226042368	227383392	245946944	212577312	235493232	271207808	247611184	264418720	283877568	232539936	223044432	237075840	226641712	224349440	253269696	357197056	256681376	275276608	273205984	245199456	265320048	253264320	257031600	273944128	263533120	256737632	273909024	291698400	326713856	302030432	335903648	255004560	302376160	9239793	13060679	16731894	10052327	232382016	266479968	258381488	201040816	259707312	270666624	269681664	284687488	291473088	308034816	281968832	250075440	273868992	271738848	270598944	307701024	288712704	276756224	309019040	282503200	334142368	289110752	301519872	296706944	317445696	290795776	215394960	234420256	249823936	240936944	232683392	250630448	252350384	257140928
Praziquantel	FSVJFNAIGNNGKK-UHFFFAOYSA-N	40383388	37668312	39307728	37111796	26324332	31473068	26202568	25764384	26093656	25839260	31946890	32629002	24896198	29600014	26231982	24848898	29398950	28517512	24797318	25842194	25784092	25412222	31737852	28469838	27453174	24147066	25216988	25680188	106580072	29602094	28116982	21570374	31992864	27039888	35686760	28650154	24704246	25700756	31131512	26813204	29386772	31674844	25168372	25592854	26575988	24063474	28729350	29823428	24752040	26028282	26172860	26505914	29125180	28222950	26981664	23557140	25913204	24348294	29611320	28413786	25877592	26389076	27703240	26489312	28575152	26629332	25081426	24777618	25041114	24792500	32305810	30230948	26113870	28177774	27525964	27483884	30936670	29182340	26491734	28368114	27386520	26850200	30342444	30694784	25769542	28154626	18810200	26770950	31569238	30484986	28197386	28917746	28108260	26884408	28813826	28239774	26336478	27578232	24868526	26838512	33743216	28954892	29873588	28059342	25819152	26548866	26883726	26763078	26494028	26620110	22677084	27904506	31927712	31787372	34212776	35235816	18661174	22623576	34987644	33511154	32555952	35759848	26809362	32223922	33454448	31659958	32139012	32514150	30910240	33602448	34652912	33691536	32654290	34999672	29505324	31239504	31823050	33005030	33180878	32708074	24962668	32195584	32039282	33010190	30753338	31316922	29231530	32221294	32866350	32622200	32211988	31899796	30301864	31443166	32745856	32005784	33154914	34751580	35930544	39796320	37294804	38871164	33224968	34652844	34998944	37225672	33574924	35434292	34464424	33284380	31338624	33260942	33846448	34070588	34673588	33421856	35919124	34605652	35459308	34868544	37148304	36373756	33342346	34282264	33105948	34416888	33445940	34537984	25607344	34771480	35960060	33423436	33459130	34008276	34750904	33678408
Cyclo-prolylglycine	OWOHLURDBZHNGG-UHFFFAOYSA-N	890381	748233	533285	498903	266529856	155316240	2086729984	1725054336	2084845440	2090523008	144058880	185469936	2423480576	873224320	2055547136	2070056960	2431268352	2359110912	2296212992	2144232320	2031853440	1956837888	2489360128	2635641600	2641820672	2636790272	2361518848	2435409664	1576285952	2325516288	2277401600	1376052352	1693719936	2189656064	262360656	2162863872	2105477888	2038129280	144189872	2008196224	2364869376	181916704	2147950848	2168632832	1945463424	1958735488	2265572864	1923417728	2061307392	2129240320	1809224064	1667363072	1001224128	2372084736	2229217792	2206514176	2221905664	2108128896	2265587712	2142535424	1862256512	2141912960	1842141056	1945014016	1692110592	1652124416	1529398272	1667252736	1529743104	1595901696	1515343488	1595955200	1542231680	1609209088	1458767360	1396897792	1555249920	1490474752	1514063488	1454565760	1498955648	1526803584	1585019904	1571864576	1499022336	1589278080	260702752	1499788032	1549572736	1721073024	1461915776	1554018944	1491600896	1595640192	1741474560	1607992960	1681517440	1391140096	1646041728	1475925760	2203898368	2033594496	1986194304	1955017472	1843442816	1858235520	1844000896	1858728704	1826748288	1824761216	1556518144	1598392704	2122839424	1958174592	1948943104	1750066688	453261312	828207040	2001342848	1970178816	1918416256	1814716416	1990654464	2330016256	2364585728	2185625600	2351656704	2101193216	2062854400	2265062144	2598490368	2269884160	2508817152	2429259520	2543412736	2545635840	2159745792	2158540032	2280694528	1945508480	2451448064	2515060992	2830107136	2746742784	2442476800	2004944384	2672246272	2590249472	2573186304	2389758720	2456068864	2145929728	2266430464	2617397760	2102308864	2300527360	1693213056	1680701440	1811602560	2047847552	1957200000	1881588992	1639211136	1645582848	2238394880	1480743040	2165692416	2230841600	1947916544	2051626112	2308814592	2323495936	1941042048	1767536640	1705491200	1739743616	1829637632	1946639232	1846071680	1807227648	1881949440	1703394176	2467835648	2253887744	2205803008	2015115008	1900307712	1699354880	1109827840	2184453376	2197824000	2069479040	2050401664	2008874240	1909255936	1870400512
Oxypurinol	HXNFUBHNUDHIGC-UHFFFAOYSA-N	145640	149310	72065	159786	3312048	2247014	19450186	16389229	20506864	19042538	279282	326855	489373	148379	606924	611918	0	236997	278640	285210	569485	800514	58646208	56823348	60287972	64421748	56845184	68152520	236348048	334426208	418588128	220930800	20099908	297341952	3242957	27810330	29477344	30198368	3685478	29707182	19171086	3027524	22534444	22994610	19738400	20634832	17967620	17467580	16032249	17883852	16211443	15932756	7014244	18410504	19326460	18910918	18420956	18758466	33314492	35278452	31239548	37253200	43237840	43589000	157338736	164112480	159943696	165221232	157419104	164703680	231822	293793	592674	835736	156171	194191	17128392	16523295	19561774	16556914	18261430	17756982	24647410	25489090	24570936	25254470	1708710	25790122	36053552	36762320	34127224	35780076	30600274	34947912	22098492	23693922	24245516	23827480	25935948	23021982	43962248	42287604	45515524	50550096	47725200	48965300	49750988	49468284	47497988	46443908	15144374	16084090	20268542	18346018	21116606	18699172	947580	1729942	3829400	5293080	5899400	5257879	2586652	3691899	313640	289980	2902304	3808268	41909644	46702876	39984212	39199744	39735048	40167444	34853428	34307464	22512522	23268544	39170364	36106644	14613217	25215798	20938018	20799256	24553116	27206256	45603864	48088484	57254736	57233712	46534876	48636092	216679728	227509680	213289136	228411424	171568528	197580608	1275560	1537638	1006813	1940930	2768428	3178006	23516264	20508472	23187174	25077028	25956508	23383924	37150064	40807664	36079728	33035960	34644192	33295600	74254672	73992248	72520944	72370008	69077032	65606236	40296676	34985568	39657548	34401816	34942224	33057786	28518500	40534040	39115800	40581608	40969144	40476860	41009408	39431136
2-O-Methylinosine	HPHXOIULGYVAKW-IOSLPCCCSA-N	0	0	0	0	96057	0	0	0	281452	243073	0	115820	0	0	0	287720	410783	423864	0	538564	0	0	225106	492968	262898	748652	0	0	0	0	0	0	55939	258289	33680	857694	729997	487165	0	486356	195456	126461	164709	183351	409356	304136	280154	0	0	235114	440110	138612	80467	0	518950	0	0	0	0	408578	0	0	0	0	1651598	606796	1379224	721920	913844	1993104	174135	615611	0	0	401884	194771	22404	324438	0	0	193664	0	9121053	6456276	5443760	4288530	71246	6544018	11954165	12102135	10407262	9419070	9403411	6811790	169203	203925	0	388227	0	0	1493267	1506271	1215911	1491912	1141507	0	0	0	285921	343556	620035	491225	0	0	0	304536	92945	107896	210963	0	0	0	0	500524	155773	0	0	146268	3829872	4851534	1219825	704866	593255	1193914	319210	243516	0	0	187756	177573	0	152154	0	0	243428	140562	187306	645056	144951	176695	0	141333	2566328	1499227	630757	2121497	872515	1480577	113213	34751	0	0	0	0	647804	373989	0	27146	0	201816	9168202	7493166	5852868	3803992	3171615	2272223	13540862	13829859	9714033	10472795	8111644	8431931	0	0	0	107828	188632	188384	1622030	762043	578626	728556	192672	1101442	607634	690695
Glutamylleucine	MYFMARDICOWMQP-UHFFFAOYSA-N	9373	11538	20070	10399	10931250	5650116	44634724	32939000	35901912	43269568	1828569	2272558	40395924	15475671	32964172	38056656	48194284	44107980	45302384	43438484	40705684	39084764	46030008	41607312	45190536	44289720	36371080	35518912	40967016	43229560	46334876	17038904	1641389	41961768	12175321	50231028	49004784	45429592	2237067	47517780	39349344	2436678	38493164	36988708	35962736	34756796	38610984	37558284	37609500	43982592	30583492	31557724	39901112	41647044	45036892	40374916	38908516	31949622	40031488	47665000	41664980	46753968	32128308	36196808	31397506	29482756	26295346	27533160	25791638	26093302	24619880	30980096	25616114	27964052	23216420	24034630	28549776	23694660	27521716	25824884	26925680	24132872	28578120	27744538	23736238	24240036	2306266	26341268	30606576	30764302	28222426	30678232	27126694	29489704	33152434	30143134	31224036	24387150	30083042	28399316	39922308	36828260	34408280	37441640	38181120	34962872	33401450	36146648	32002198	33862912	27782598	28290682	39176104	37048344	37384672	30168218	1999151	7698166	32784606	33386188	28468944	32281760	30265420	41049748	40699300	36302576	36477444	37524612	41725724	53052336	46895532	43903000	47497708	44895592	36071736	35313148	38390956	32459596	34373040	38096612	43936764	43055928	43914392	38264112	43513048	43455504	67157912	60979376	65344332	61729220	58998924	56877592	31058948	33084916	31049470	32837698	24262524	26680288	261031	337007	532431	165013	20506516	23014328	25480666	18348930	22758924	26504688	24844554	26891724	29709166	30906636	28606328	25208856	23223706	25634646	29381792	31066420	26661892	30155234	30396908	28014090	33478558	27325662	30869510	26424332	27393912	23664994	23968268	33347820	33760760	32340064	30598722	31014214	33043674	30290002
CYTIDINE_2',3'-CYCLIC_MONOPHOSPHATE	NMPZCCZXCOMSDQ-XVFCMESISA-N	0	0	0	0	65983072	39195988	331822272	274422304	322719296	321982560	41409524	48434544	269340096	144178832	253051552	252642016	68700888	68642488	70410064	62291380	100284008	95733144	324550784	333553056	325451104	302122784	281953088	295373920	393329760	345011072	344185376	152246448	28215816	306415712	65810892	355234624	351720416	340678016	32951938	308513920	362906336	39387492	346163872	333529888	258804368	266991424	267405648	244100528	263342848	274264640	214304032	206434752	102492960	234638384	245521264	213749680	217857760	198599856	279779520	285862048	253125408	257999168	213657808	224369904	39910504	39521740	36894980	37028072	37163200	38537896	61284176	66801632	61267068	65898300	66437020	61777604	91722624	92030336	95308144	82469552	87300928	89264336	4638764	6467458	3916286	5630108	316929	6089702	73488128	80517160	71010632	71878624	64405212	68186328	3448206	2646654	3673547	2395140	3380450	2467923	174988304	164964992	172244800	168187680	159366288	153743680	158275584	151379344	150878192	154585008	269397792	263980144	338727328	316646976	310738016	271954144	42471604	106300984	276192096	264332000	239981312	242486128	56152268	66906596	104130736	90521128	51515140	52068180	315852288	323029536	309899808	292949344	287119072	271504768	383623360	362988448	305931584	290113696	323382688	312652416	262421952	304351680	309114816	304858208	261247184	248774816	189804928	180023264	148930272	138586544	152715728	152648624	34231312	35048256	22259012	24012298	20773524	24847906	2966691	3148712	4506751	2777154	53766984	62540168	86127400	52723660	76601064	83813352	78484224	69759312	10328060	10824568	9989341	13519411	13205135	10446267	38831828	35521416	31559436	31100528	31469392	28053454	5796712	4961062	5786866	4227247	4702579	4849322	133772128	154266960	147537408	137843232	137284320	129436512	129412352	121787904
Piperidine	NQRYJNQNLNOLGT-UHFFFAOYSA-N	5145105	1816925	1600250	1203024	45048256	91032032	148087184	234533392	185384512	196936640	15348849	47115088	130669240	133668096	74647800	180015952	133640448	166210096	263151136	204147664	261727392	301728384	34932696	138855024	194135920	173692864	192274000	239529360	18923418	128388584	102618296	137677904	135135888	144467840	42129576	114897120	127814056	189366640	130563736	162878624	71729904	91005856	121933632	188721120	184361568	163924160	71708488	71148984	127318488	181699152	212954864	208259152	66838196	231366672	281372416	306033056	295332832	334884608	136324608	119892680	216627264	224206224	227553856	254037536	140466240	148471888	188569680	142703232	162585408	167064240	219704800	257156992	274854368	230223792	302013920	334438976	190835488	291618592	228621888	258317760	254580096	252481008	232896848	278160896	296595776	311373056	118939224	238003328	123622240	135130784	218296736	169408880	150176432	243350736	186476512	218824048	229077040	279912096	186490256	296156224	96003416	162003200	193127056	197524688	227013088	186878880	248113808	178094176	212319472	200498752	126843536	142224016	107954984	132618872	107247128	105225784	48625824	51415712	110655096	95462304	85684392	49378468	133044528	107715264	134208112	141069408	88479416	111152128	108040344	88359792	98277184	90691104	84289344	95714056	117188512	92367432	103913312	90740128	106614520	117008072	144825200	63740852	69009720	80940208	74992608	65474492	87958928	57227176	71123960	82211200	62583808	52521180	98875800	98117440	79713120	77810440	65292392	76234656	69739296	51734816	50935256	47331020	73004480	94834056	167586992	117657128	129592656	172099904	153294464	191900432	122765280	106212040	104074392	82867488	98799312	89988944	98444744	95207960	85137040	81977360	95848336	83234696	80449496	64933276	66133648	62192652	65347688	60979020	50672192	104178384	80841872	105678096	96027224	113418232	85981544	95381152
